variant_id	variant_name	chemical_id	chemical_name
PA166156991	rs1799971	PA164712462	Antiinflammatory agents, non-steroids
PA166156991	rs1799971	PA164712720	Drugs used in nicotine dependence
PA166156991	rs1799971	PA164712741	Ergot alkaloids
PA166156991	rs1799971	PA164712948	Opioid anesthetics
PA166156991	rs1799971	PA164713083	Other general anesthetics
PA166156991	rs1799971	PA164713301	Sympathomimetics
PA166156991	rs1799971	PA166114414	cotinine
PA166156991	rs1799971	PA166131630	volatile anesthetics
PA166156991	rs1799971	PA166186040	tianeptine
PA166156991	rs1799971	PA448015	acetaminophen
PA166156991	rs1799971	PA448073	ethanol
PA166156991	rs1799971	PA448084	alfentanil
PA166156991	rs1799971	PA448685	buprenorphine
PA166156991	rs1799971	PA449072	cocaine
PA166156991	rs1799971	PA449088	codeine
PA166156991	rs1799971	PA449599	fentanyl
PA166156991	rs1799971	PA449900	hydrocodone
PA166156991	rs1799971	PA450401	methadone
PA166156991	rs1799971	PA450550	morphine
PA166156991	rs1799971	PA450586	naloxone
PA166156991	rs1799971	PA450588	naltrexone
PA166156991	rs1799971	PA450626	nicotine
PA166156991	rs1799971	PA450741	oxycodone
PA166156991	rs1799971	PA451527	sufentanil
PA166156991	rs1799971	PA451566	sumatriptan
PA166156991	rs1799971	PA451735	tramadol
PA166156991	rs1799971	PA452229	antidepressants
PA166156991	rs1799971	PA452233	antipsychotics
PA166156991	rs1799971	PA452618	opioids
PA166156991	rs1799971	PA452619	heroin
PA166156991	rs1799971	PA452633	morphine-6-glucuronide
PA166183705	rs3778156	PA448073	ethanol
PA166183705	rs3778156	PA449072	cocaine
PA166183705	rs3778156	PA452618	opioids
PA166186238	rs17376019	PA448073	ethanol
PA166252581	rs4149009	PA450428	methotrexate
PA166157167	rs10305420	PA165958364	liraglutide
PA166161851	rs11126740	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166319221	rs376128878	PA128406956	fluorouracil
PA166196165	rs3781719	PA164754825	botulinum toxin type a
PA166185751	rs7041	PA164760843	deferasirox
PA166154592	rs4516035	PA450496	midazolam
PA166156705	rs686	PA450626	nicotine
PA166157296	rs1448673	PA450037	interferon beta-1a
PA166157296	rs1448673	PA450039	interferon beta-1b
PA166156792	rs2243250	PA448497	aspirin
PA166223623	rs78132896	PA451906	warfarin
PA166155228	rs4796793	PA451999	interferons
PA166210023	rs62250713	PA448073	ethanol
PA166159971	rs17180299	PA450401	methadone
PA166154730	rs9315310	PA452229	antidepressants
PA166156621	rs7662029	PA166182641	buprenorphine / naloxone
PA166156621	rs7662029	PA450401	methadone
PA166154955	rs57064725	PA166114414	cotinine
PA166156870	rs11746641	PA448687	bupropion
PA166156870	rs11746641	PA450626	nicotine
PA166157720	rs1126442	PA450403	methamphetamine
PA166268922	rs77375493	PA166268921	ropeginterferon alfa-2b
PA166176243	rs648893	PA452618	opioids
PA166394841	rs75763344	PA165950341	ivacaftor
PA166176247	rs963549	PA450401	methadone
PA166176247	rs963549	PA450550	morphine
PA166162981	rs7512462	PA165950341	ivacaftor
PA166155396	rs2302948	PA164749431	gemtuzumab ozogamicin
PA166155396	rs2302948	PA449177	cytarabine
PA166155396	rs2302948	PA449655	fludarabine
PA166155396	rs2302948	PA449961	idarubicin
PA166154752	rs16965962	PA449015	citalopram
PA166155593	rs264663	PA166122986	radiotherapy
PA166155022	rs1805010	PA165983754	pitrakinra
PA166163174	rs2942857	PA166114414	cotinine
PA166153990	rs2031920	PA164712708	Drugs For Treatment Of Tuberculosis
PA166153990	rs2031920	PA448073	ethanol
PA166153990	rs2031920	PA451341	sevoflurane
PA166319829	rs201785202	PA128406956	fluorouracil
PA166155954	rs6071980	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166154789	rs2236225	PA449014	cisplatin
PA166154789	rs2236225	PA449412	doxorubicin
PA166154789	rs2236225	PA450428	methotrexate
PA166153545	rs4762	PA450084	irbesartan
PA166201543	rs11572078	PA448803	carboplatin
PA166201543	rs11572078	PA449748	gemcitabine
PA166282801	rs1799762	PA450466	methylprednisolone
PA166184291	rs10504151	PA450550	morphine
PA166180325	rs144336148	PA164749136	desflurane
PA166180325	rs144336148	PA449461	enflurane
PA166180325	rs144336148	PA449845	halothane
PA166180325	rs144336148	PA450106	isoflurane
PA166180325	rs144336148	PA450434	methoxyflurane
PA166180325	rs144336148	PA451341	sevoflurane
PA166180325	rs144336148	PA451522	succinylcholine
PA166155464	rs12461964	PA450626	nicotine
PA166164927	rs2254638	PA449053	clopidogrel
PA166236541	rs745364489	PA451522	succinylcholine
PA166156057	rs740603	PA448685	buprenorphine
PA166156057	rs740603	PA450401	methadone
PA166179355	rs1029359343	PA450947	phenytoin
PA166161186	rs77932196	PA165950341	ivacaftor
PA166161186	rs77932196	PA166179845	ivacaftor / tezacaftor
PA166161186	rs77932196	PA166190041	elexacaftor / tezacaftor / ivacaftor
PA166157371	rs2960436	PA128406956	fluorouracil
PA166157083	rs3800373	PA452229	antidepressants
PA166156997	rs1800629	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166156997	rs1800629	PA164784021	ethambutol
PA166156997	rs1800629	PA448497	aspirin
PA166156997	rs1800629	PA448500	atorvastatin
PA166156997	rs1800629	PA448785	carbamazepine
PA166156997	rs1800629	PA448803	carboplatin
PA166156997	rs1800629	PA449167	cyclosporine
PA166156997	rs1800629	PA449293	diclofenac
PA166156997	rs1800629	PA449515	etanercept
PA166156997	rs1800629	PA449748	gemcitabine
PA166156997	rs1800629	PA449957	ibuprofen
PA166156997	rs1800629	PA449982	indomethacin
PA166156997	rs1800629	PA450112	isoniazid
PA166156997	rs1800629	PA450150	ketorolac
PA166156997	rs1800629	PA450566	mycophenolate mofetil
PA166156997	rs1800629	PA450595	naproxen
PA166156997	rs1800629	PA451182	pyrazinamide
PA166156997	rs1800629	PA451250	rifampin
PA166156997	rs1800629	PA7000	sorafenib
PA166156442	rs11313667	PA448499	atenolol
PA166156442	rs11313667	PA449899	hydrochlorothiazide
PA166156442	rs11313667	PA450480	metoprolol
PA166171088	rs3219489	PA128406956	fluorouracil
PA166171088	rs3219489	PA166122986	radiotherapy
PA166171088	rs3219489	PA449014	cisplatin
PA166163239	rs3217164	PA448771	capecitabine
PA166157269	rs854547	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166155163	rs242941	PA449673	fluoxetine
PA166155757	rs6749447	PA450268	losartan
PA166156933	rs628031	PA10804	imatinib
PA166156933	rs628031	PA450164	lamotrigine
PA166156933	rs628031	PA450395	metformin
PA166177795	rs3778152	PA166114414	cotinine
PA166177795	rs3778152	PA450626	nicotine
PA166156412	rs6785930	PA449053	clopidogrel
PA166210045	rs8008020	PA448073	ethanol
PA166154478	rs61888800	PA449233	desipramine
PA166154478	rs61888800	PA449673	fluoxetine
PA166154478	rs61888800	PA452229	antidepressants
PA166154400	rs3758785	PA448765	candesartan
PA166154400	rs3758785	PA449899	hydrochlorothiazide
PA166156725	rs274717	PA449748	gemcitabine
PA166154301	rs757110	PA10390	sulfonamides, urea derivatives
PA166161944	rs10485058	PA450401	methadone
PA166153847	rs12082710	PA452229	antidepressants
PA166334144	rs527454384	PA166334121	pregnenolone
PA166183707	rs609148	PA452618	opioids
PA166160694	rs7958375	PA451250	rifampin
PA166154056	rs4506565	PA449899	hydrochlorothiazide
PA166154726	rs7997012	PA10074	escitalopram
PA166154726	rs7997012	PA449015	citalopram
PA166154726	rs7997012	PA449673	fluoxetine
PA166154726	rs7997012	PA450688	olanzapine
PA166154726	rs7997012	PA450801	paroxetine
PA166154726	rs7997012	PA451333	sertraline
PA166154726	rs7997012	PA451866	venlafaxine
PA166154726	rs7997012	PA452229	antidepressants
PA166160689	rs320003	PA451250	rifampin
PA166155481	rs28933396	PA164749136	desflurane
PA166155481	rs28933396	PA449461	enflurane
PA166155481	rs28933396	PA449845	halothane
PA166155481	rs28933396	PA450106	isoflurane
PA166155481	rs28933396	PA450434	methoxyflurane
PA166155481	rs28933396	PA451341	sevoflurane
PA166155481	rs28933396	PA451522	succinylcholine
PA166155435	rs8099917	PA164749390	peginterferon alfa-2a
PA166155435	rs8099917	PA164784024	peginterferon alfa-2b
PA166155435	rs8099917	PA165958354	telaprevir
PA166155435	rs8099917	PA166122590	simeprevir
PA166155435	rs8099917	PA166122593	sofosbuvir
PA166155435	rs8099917	PA166128166	ledipasvir
PA166155435	rs8099917	PA451241	ribavirin
PA166155435	rs8099917	PA451999	interferons
PA166196981	rs397508761	PA165950341	ivacaftor
PA166196981	rs397508761	PA166179845	ivacaftor / tezacaftor
PA166156751	rs1053129	PA450428	methotrexate
PA166155535	rs118192167	PA164749136	desflurane
PA166155535	rs118192167	PA449461	enflurane
PA166155535	rs118192167	PA449845	halothane
PA166155535	rs118192167	PA450106	isoflurane
PA166155535	rs118192167	PA450434	methoxyflurane
PA166155535	rs118192167	PA451341	sevoflurane
PA166155535	rs118192167	PA451522	succinylcholine
PA166161126	rs3087465	PA450085	irinotecan
PA166154888	rs2305364	PA130620651	anthracyclines and related substances
PA166157431	rs7794356	PA450546	montelukast
PA166178193	rs397508602	PA165950341	ivacaftor
PA166283681	rs7557402	PA7000	sorafenib
PA166154978	rs8832	PA165983754	pitrakinra
PA166177205	rs61908411	PA10066	duloxetine
PA166153880	rs35687416	PA449748	gemcitabine
PA166184309	rs2636719	PA451257	risperidone
PA166156925	rs544093	PA448803	carboplatin
PA166156925	rs544093	PA449383	docetaxel
PA166156925	rs544093	PA450761	paclitaxel
PA166157160	rs9461684	PA450616	nevirapine
PA166238581	rs3781727	PA10233	voriconazole
PA166155641	rs1799808	PA450921	phenprocoumon
PA166156031	rs16947	PA451131	propafenone
PA166156031	rs16947	PA451690	timolol
PA166155098	rs9939609	PA164779048	interferon alfa-2a, recombinant
PA166155098	rs9939609	PA164783990	interferon alfa-2b, recombinant
PA166155098	rs9939609	PA451241	ribavirin
PA166153620	rs1061631	PA164713366	Tumor necrosis factor alpha (TNF-alpha) inhibitors
PA166155714	rs3806598	PA165110775	SN-38
PA166154509	rs1051375	PA448499	atenolol
PA166154509	rs1051375	PA451868	verapamil
PA166153899	rs72549306	PA128406956	fluorouracil
PA166153899	rs72549306	PA448771	capecitabine
PA166153932	rs183385770	PA448771	capecitabine
PA166157308	rs1805123	PA449011	cisapride
PA166157531	rs121909005	PA165950341	ivacaftor
PA166157531	rs121909005	PA166190041	elexacaftor / tezacaftor / ivacaftor
PA166157531	rs121909005	PA166362502	vanzacaftor / tezacaftor / deutivacaftor
PA166186015	rs771237265	PA451718	tolbutamide
PA166156958	rs833061	PA162372840	sunitinib
PA166156088	rs2236624	PA450428	methotrexate
PA166156710	rs7387	PA450428	methotrexate
PA166153683	rs2239622	PA450401	methadone
PA166160428	rs1061781	PA449053	clopidogrel
PA166155665	rs2070959	PA448497	aspirin
PA166155665	rs2070959	PA450085	irinotecan
PA166155665	rs2070959	PA451846	valproic acid
PA166179510	rs1184321568	PA128406956	fluorouracil
PA166157853	rs502434	PA164713257	Selective serotonin reuptake inhibitors
PA166157853	rs502434	PA451866	venlafaxine
PA166157853	rs502434	PA452229	antidepressants
PA166155940	rs3787429	PA451257	risperidone
PA166155465	rs12721646	PA450616	nevirapine
PA166155569	rs193922802	PA164749136	desflurane
PA166155569	rs193922802	PA448710	caffeine
PA166155569	rs193922802	PA449461	enflurane
PA166155569	rs193922802	PA449845	halothane
PA166155569	rs193922802	PA450106	isoflurane
PA166155569	rs193922802	PA450434	methoxyflurane
PA166155569	rs193922802	PA451341	sevoflurane
PA166155569	rs193922802	PA451522	succinylcholine
PA166176961	rs17279558	PA450464	methylphenidate
PA166177137	rs12603700	PA10066	duloxetine
PA166153592	rs822442	PA154410481	prasugrel
PA166154052	rs4148950	PA449383	docetaxel
PA166154052	rs4148950	PA451644	thalidomide
PA166177739	rs1799972	PA448073	ethanol
PA166177739	rs1799972	PA449072	cocaine
PA166177739	rs1799972	PA450626	nicotine
PA166177739	rs1799972	PA452618	opioids
PA166157579	rs2669429	PA448499	atenolol
PA166159800	rs202144771	PA448771	capecitabine
PA166155709	rs3770102	PA451879	vincristine
PA166232202	rs16974799	PA450401	methadone
PA166154992	rs247616	PA133950441	hmg coa reductase inhibitors
PA166179805	rs2205986	PA450037	interferon beta-1a
PA166179805	rs2205986	PA450039	interferon beta-1b
PA166156786	rs2168631	PA448687	bupropion
PA166156786	rs2168631	PA450626	nicotine
PA166220461	rs3788853	PA164712308	Ace Inhibitors, Plain
PA166157380	rs3789243	PA143485705	antiepileptics
PA166154155	rs12768009	PA450616	nevirapine
PA166268321	rs200858900	PA166277182	17beta-estradiol glucuronide
PA166334163	rs774212320	PA166334121	pregnenolone
PA166156582	rs4148157	PA448320	allopurinol
PA166156582	rs4148157	PA451729	topotecan
PA166307621	rs533334893	PA451879	vincristine
PA166154374	rs2513265	PA452233	antipsychotics
PA166154110	rs10509681	PA448404	amodiaquine
PA166154110	rs10509681	PA450761	paclitaxel
PA166154110	rs10509681	PA451234	repaglinide
PA166266481	rs13210472	PA133950441	hmg coa reductase inhibitors
PA166182339	rs2725215	PA448320	allopurinol
PA166180924	rs2303377	PA10066	duloxetine
PA166179697	rs553050853	PA166131379	o-desmethyltramadol
PA166179697	rs553050853	PA166179720	tapentadol
PA166179697	rs553050853	PA448015	acetaminophen
PA166179697	rs553050853	PA450550	morphine
PA166179697	rs553050853	PA451735	tramadol
PA166157458	rs12720067	PA448385	amitriptyline
PA166157458	rs12720067	PA449015	citalopram
PA166157458	rs12720067	PA450801	paroxetine
PA166157458	rs12720067	PA451866	venlafaxine
PA166153860	rs12720462	PA450688	olanzapine
PA166153862	rs12746200	PA164713217	Pyrazolones
PA166153862	rs12746200	PA448015	acetaminophen
PA166153862	rs12746200	PA448497	aspirin
PA166153862	rs12746200	PA449293	diclofenac
PA166153862	rs12746200	PA451140	propionic acid derivatives
PA166155853	rs17863778	PA10251	atazanavir
PA166155853	rs17863778	PA451260	ritonavir
PA166155842	rs17183814	PA143485705	antiepileptics
PA166155842	rs17183814	PA448785	carbamazepine
PA166155842	rs17183814	PA450911	phenobarbital
PA166155842	rs17183814	PA450947	phenytoin
PA166155842	rs17183814	PA451846	valproic acid
PA166155711	rs3792269	PA450395	metformin
PA166394701	rs1800103	PA165950341	ivacaftor
PA166153989	rs1937840	PA449383	docetaxel
PA166153989	rs1937840	PA449412	doxorubicin
PA166156423	rs7643645	PA164781343	varenicline
PA166156423	rs7643645	PA448785	carbamazepine
PA166156423	rs7643645	PA451257	risperidone
PA166179453	rs11065987	PA449899	hydrochlorothiazide
PA166259903	rs756770	PA448685	buprenorphine
PA166153556	rs7079	PA448561	benazepril
PA166164953	rs121909020	PA165950341	ivacaftor
PA166164953	rs121909020	PA166179845	ivacaftor / tezacaftor
PA166164953	rs121909020	PA166190041	elexacaftor / tezacaftor / ivacaftor
PA166177792	rs495491	PA166114414	cotinine
PA166177792	rs495491	PA448073	ethanol
PA166177792	rs495491	PA449072	cocaine
PA166177792	rs495491	PA450626	nicotine
PA166177792	rs495491	PA452618	opioids
PA166177792	rs495491	PA452619	heroin
PA166178424	rs9402944	PA128406956	fluorouracil
PA166178424	rs9402944	PA449165	cyclophosphamide
PA166178424	rs9402944	PA449476	epirubicin
PA166210010	rs2582405	PA448073	ethanol
PA166157068	rs3130100	PA448497	aspirin
PA166170237	rs1056854	PA449760	glatiramer acetate
PA166157527	rs121434568	PA131301952	gefitinib
PA166157527	rs121434568	PA134687924	erlotinib
PA166157527	rs121434568	PA165981154	afatinib
PA166157527	rs121434568	PA166131626	osimertinib
PA166157527	rs121434568	PA166182279	dacomitinib
PA166155575	rs193922876	PA164749136	desflurane
PA166155575	rs193922876	PA449461	enflurane
PA166155575	rs193922876	PA449845	halothane
PA166155575	rs193922876	PA450106	isoflurane
PA166155575	rs193922876	PA450434	methoxyflurane
PA166155575	rs193922876	PA451341	sevoflurane
PA166155575	rs193922876	PA451522	succinylcholine
PA166157566	rs1799998	PA448561	benazepril
PA166157566	rs1799998	PA448765	candesartan
PA166157566	rs1799998	PA452640	imidapril
PA166156949	rs761142	PA451544	sulfamethoxazole
PA166155903	rs113095083	PA449899	hydrochlorothiazide
PA166154455	rs11231825	PA164749431	gemtuzumab ozogamicin
PA166154455	rs11231825	PA449177	cytarabine
PA166154455	rs11231825	PA449655	fludarabine
PA166154455	rs11231825	PA449961	idarubicin
PA166159778	rs200064537	PA448771	capecitabine
PA166177180	rs12502866	PA10066	duloxetine
PA166154534	rs2239050	PA10407	Calcium channel blockers
PA166154534	rs2239050	PA450633	nimodipine
PA166155966	rs17309872	PA448803	carboplatin
PA166155966	rs17309872	PA449014	cisplatin
PA166155966	rs17309872	PA449383	docetaxel
PA166155966	rs17309872	PA449748	gemcitabine
PA166155966	rs17309872	PA450761	paclitaxel
PA166285621	rs12283870	PA164760860	pegaspargase
PA166285621	rs12283870	PA449165	cyclophosphamide
PA166285621	rs12283870	PA449177	cytarabine
PA166285621	rs12283870	PA449212	daunorubicin
PA166285621	rs12283870	PA449412	doxorubicin
PA166285621	rs12283870	PA450379	mercaptopurine
PA166285621	rs12283870	PA450428	methotrexate
PA166285621	rs12283870	PA451663	thioguanine
PA166285621	rs12283870	PA451879	vincristine
PA166156579	rs3775291	PA164712887	Measles vaccines
PA166156579	rs3775291	PA448497	aspirin
PA166154329	rs1491850	PA450401	methadone
PA166156394	rs4135385	PA162363968	lenalidomide
PA166156394	rs4135385	PA449165	cyclophosphamide
PA166156394	rs4135385	PA449247	dexamethasone
PA166156394	rs4135385	PA451644	thalidomide
PA166153621	rs1065634	PA448803	carboplatin
PA166153621	rs1065634	PA449014	cisplatin
PA166153621	rs1065634	PA449748	gemcitabine
PA166156367	rs2742423	PA448687	bupropion
PA166157294	rs1419555	PA448068	salbutamol
PA166154033	rs3758581	PA448871	celecoxib
PA166154033	rs3758581	PA449653	fluconazole
PA166154033	rs3758581	PA449673	fluoxetine
PA166154033	rs3758581	PA450146	ketoconazole
PA166154033	rs3758581	PA450704	omeprazole
PA166154033	rs3758581	PA451333	sertraline
PA166154033	rs3758581	PA451686	ticlopidine
PA166154033	rs3758581	PA451741	tranylcypromine
PA166154033	rs3758581	PA451799	troglitazone
PA166159310	rs2523864	PA451749	triamcinolone
PA166156250	rs371793722	PA166110256	bufuralol
PA166156250	rs371793722	PA449273	dextromethorphan
PA166154552	rs2660845	PA450546	montelukast
PA166154823	rs11623866	PA166129466	lonafarnib
PA166154823	rs11623866	PA448803	carboplatin
PA166154823	rs11623866	PA450761	paclitaxel
PA166154877	rs2069526	PA10074	escitalopram
PA166209221	rs1800035	PA449256	dexmedetomidine
PA166157095	rs4149178	PA448771	capecitabine
PA166155271	rs520210	PA449015	citalopram
PA166178414	rs145623321	PA128406956	fluorouracil
PA166178414	rs145623321	PA449165	cyclophosphamide
PA166178414	rs145623321	PA449476	epirubicin
PA166178405	rs299314	PA128406956	fluorouracil
PA166178405	rs299314	PA449165	cyclophosphamide
PA166178405	rs299314	PA449476	epirubicin
PA166155854	rs17863783	PA130620651	anthracyclines and related substances
PA166155854	rs17863783	PA449212	daunorubicin
PA166155854	rs17863783	PA449412	doxorubicin
PA166159792	rs146529561	PA448771	capecitabine
PA166319906	rs532341730	PA128406956	fluorouracil
PA166154304	rs964184	PA449594	fenofibrate
PA166155544	rs121918593	PA164749136	desflurane
PA166155544	rs121918593	PA449461	enflurane
PA166155544	rs121918593	PA449845	halothane
PA166155544	rs121918593	PA450106	isoflurane
PA166155544	rs121918593	PA450434	methoxyflurane
PA166155544	rs121918593	PA451341	sevoflurane
PA166155544	rs121918593	PA451522	succinylcholine
PA166153651	rs1801268	PA128406956	fluorouracil
PA166153651	rs1801268	PA448771	capecitabine
PA166153651	rs1801268	PA452620	tegafur
